ID,Name,Equipment,BodyPart,Target,Synergist,URL
2316,Dumbbell Standing Bent Arm Lateral raise (female),Dumbbell,Shoulders,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/4958-dumbbell-standing-bent-arm-lateral-raise-female.html
2317,Dumbbell Seated Bent Arm Lateral raise,Dumbbell,Shoulders,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/4959-dumbbell-seated-bent-arm-lateral-raise.html
2318,Lever Shoulder Press (plate loaded) (version 3),Leverage machine,Shoulders,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/4968-lever-shoulder-press-plate-loaded-version-3.html
2320,Barbell Standing Twist (female),Barbell,Waist,Obliques,Iliopsoas,https://www.gymvisual.com/illustrations/4969-barbell-standing-twist-female.html
2321,Dumbbell Standing Inner Biceps Curl (version 2),Dumbbell,Upper Arms,Biceps Brachii,Brachialis,https://www.gymvisual.com/illustrations/4970-dumbbell-standing-inner-biceps-curl-version-2.html
2322,Dumbbell Sumo Squat (female),Dumbbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/4971-dumbbell-sumo-squat-female.html
2323,Dumbbells Sumo Squat (female),Dumbbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/4972-dumbbells-sumo-squat-female.html
2324,Cable Straight Legs Pull Through (with rope) (female),Cable,Hips,Gluteus Maximus,Hamstrings,https://www.gymvisual.com/illustrations/4981-cable-straight-legs-pull-through-with-rope-female.html
2325,Dumbbell Pronated to Neutral Grip Row (female),Dumbbell,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/4982-dumbbell-pronated-to-neutral-grip-row-female.html
2326,Dumbbell Pronated Grip Row (female),Dumbbell,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/4983-dumbbell-pronated-grip-row-female.html
2327,Dumbbell Reverse Grip Row (female),Dumbbell,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/4984-dumbbell-reverse-grip-row-female.html
2328,Narrow Push-Up on Exercise Ball,Stability ball,Upper Arms,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/5162-narrow-push-up-on-exercise-ball.html
2329,Spine Twist,Body weight,Waist,Obliques,,https://www.gymvisual.com/illustrations/5163-spine-twist.html
2330,Cable Lat Pulldown Full Range Of Motion,Cable,Back,Latissimus Dorsi,"Biceps Brachii, Brachialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/5164-cable-lat-pulldown-full-range-of-motion.html
2331,Cycle Cross Trainer,Leverage machine,Cardio,,,https://www.gymvisual.com/illustrations/5165-cycle-cross-trainer.html
2332,Wheel Rollout (female),Wheel roller,Waist,"Iliopsoas, Obliques, Rectus Abdominis","Adductor Brevis, Adductor Longus, Deltoid Posterior, Latissimus Dorsi, Pectineous, Pectoralis Major Sternal Head, Sartorius, Tensor Fasciae Latae, Teres Major",https://www.gymvisual.com/illustrations/5166-wheel-rollout-female.html
2333,Arm slingers Hanging Straight Legs,Body weight,Waist,"Iliopsoas, Rectus Abdominis","Obliques, Pectineous, Quadriceps, Sartorius",https://www.gymvisual.com/illustrations/5167-arm-slingers-hanging-straight-legs.html
2334,Sled Lying Calf Press,Sled machine,Calves,Gastrocnemius,Soleus,https://www.gymvisual.com/illustrations/5168-sled-lying-calf-press.html
2335,Lever Seated Calf Press,Leverage machine,Calves,Gastrocnemius,Soleus,https://www.gymvisual.com/illustrations/5169-lever-seated-calf-press.html
2336,Chest Bench Press - Forearms (WRONG-RIGHT),Barbell,Chest,,,https://www.gymvisual.com/illustrations/5191-chest-bench-press-forearms-wrong-right.html
2337,Chest Fly - Arms (WRONG-RIGHT),Dumbbell,Chest,,,https://www.gymvisual.com/illustrations/5192-chest-fly-arms-wrong-right.html
2338,Chest Bench Press - Butt (WRONG-RIGHT),Barbell,Chest,,,https://www.gymvisual.com/illustrations/5193-chest-bench-press-butt-wrong-right.html
2339,Chest Bench Press - Grip Width (WRONG-RIGHT),Barbell,Chest,,,https://www.gymvisual.com/illustrations/5194-chest-bench-press-grip-width-wrong-right.html
2340,Chest Bench Press - Shoulders (WRONG-RIGHT),Barbell,Chest,,,https://www.gymvisual.com/illustrations/5195-chest-bench-press-shoulders-wrong-right.html
2341,Chest Bench Press - Arms (WRONG-RIGHT),Barbell,Chest,,,https://www.gymvisual.com/illustrations/5196-chest-bench-press-arms-wrong-right.html
2342,Chest Bench Press - Elbows (WRONG-RIGHT),Barbell,Chest,,,https://www.gymvisual.com/illustrations/5197-chest-bench-press-elbows-wrong-right.html
2343,Bent-over Row - Back (WRONG-RIGHT),Dumbbell,Back,,,https://www.gymvisual.com/illustrations/5198-bent-over-row-back-wrong-right.html
2344,Crunch - Back (WRONG-RIGHT),Body weight,Waist,,,undefined
2345,Sled Hack Squat - Legs (WRONG-RIGHT),Sled machine,Thighs,,,https://www.gymvisual.com/illustrations/5200-sled-hack-squat-legs-wrong-right.html
2346,Bench Dip - Back Arms (WRONG-RIGHT),Body weight,Upper Arms,,,https://www.gymvisual.com/illustrations/5201-bench-dip-back-arms-wrong-right.html
2347,Front Plank - Butt (WRONG-RIGHT),Body weight,Waist,,,https://www.gymvisual.com/illustrations/5202-front-plank-butt-wrong-right.html
2348,Preacher Curl - Wrists (WRONG-RIGHT),EZ Barbell,Upper Arms,,,https://www.gymvisual.com/illustrations/5203-preacher-curl-wrists-wrong-right.html
2349,Side Plank - Butt (WRONG-RIGHT),Body weight,Waist,,,https://www.gymvisual.com/illustrations/5204-side-plank-butt-wrong-right.html
2350,Push-up - Start position (WRONG-RIGHT),Body weight,Chest,,,https://www.gymvisual.com/illustrations/5205-push-up-start-position-wrong-right.html
2351,Push-up - End position (WRONG-RIGHT),Body weight,Chest,,,https://www.gymvisual.com/illustrations/5206-push-up-end-position-wrong-right.html
2352,Biceps Curl - Arms Body (WRONG-RIGHT),Dumbbell,Upper Arms,,,https://www.gymvisual.com/illustrations/5210-biceps-curl-arms-body-wrong-right.html
2353,Concentration Curl - Arms (WRONG-RIGHT),Dumbbell,Upper Arms,,,https://www.gymvisual.com/illustrations/5211-concentration-curl-arms-wrong-right.html
2354,Deadlift - Back (WRONG-RIGHT),Barbell,Thighs,,,https://www.gymvisual.com/illustrations/5212-deadlift-back-wrong-right.html
2355,Arm slingers Hanging Bent Knee Legs,Body weight,Waist,Rectus Abdominis,"Adductor Brevis, Adductor Longus, Adductor Magnus, Iliopsoas, Obliques, Pectineous, Sartorius",https://www.gymvisual.com/illustrations/5217-arm-slingers-hanging-bent-knee-legs.html
2356,Kettlebell Goblet Squat (female),Kettlebell,Thighs,Quadriceps,"Adductor Magnus, Gluteus Maximus, Soleus, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/5219-kettlebell-goblet-squat-female.html
2357,Deadlift - Hips (WRONG-RIGHT),Barbell,"Hips, Thighs",,,https://www.gymvisual.com/illustrations/5221-deadlift-hips-wrong-right.html
2358,Plank - Butt (WRONG-RIGHT),Body weight,Waist,,,https://www.gymvisual.com/illustrations/5222-plank-butt-wrong-right.html
2359,Barbell Squat - Knees - End position (WRONG-RIGHT),Barbell,Thighs,,,https://www.gymvisual.com/illustrations/5223-barbell-squat-knees-end-position-wrong-right.html
2360,Barbell Squat - Knees - Middle position (WRONG-RIGHT),Barbell,"Hips, Thighs",,,https://www.gymvisual.com/illustrations/5224-barbell-squat-knees-middle-position-wrong-right.html
2361,Barbell Squat - Hips (WRONG-RIGHT),Barbell,"Hips, Thighs",,,https://www.gymvisual.com/illustrations/5225-barbell-squat-hips-wrong-right.html
2362,Squat - Back (WRONG-RIGHT),Body weight,"Hips, Thighs",,,https://www.gymvisual.com/illustrations/5226-squat-back-wrong-right.html
2363,Wide-Grip Chest Dip on High Parallel Bars,Body weight,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/5228-wide-grip-chest-dip-on-high-parallel-bars.html
2364,Assisted Wide-Grip Chest Dip (kneeling),Leverage machine,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/5229-assisted-wide-grip-chest-dip-kneeling.html
2365,Dumbbells Straight Arm Pullover (VERSION 2) (female),Dumbbell,Chest,Pectoralis Major Sternal Head,"Deltoid Posterior, Latissimus Dorsi, Teres Major",https://www.gymvisual.com/illustrations/5230-dumbbells-straight-arm-pullover-version-2-female.html
2366,Barbell Shoulder Grip Upright Row (female),Barbell,Shoulders,Deltoid Lateral,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/5233-barbell-shoulder-grip-upright-row-female.html
2367,Dumbbell Rear Lunge from Step (female),Dumbbell,"Hips, Thighs","Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/5234-dumbbell-rear-lunge-from-step-female.html
2368,Split Squats,Body weight,"Hips, Thighs","Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/5235-split-squats.html
2369,Cable Kneeling Crunch (female),Cable,Waist,Rectus Abdominis,Obliques,https://www.gymvisual.com/illustrations/5236-cable-kneeling-crunch-female.html
2370,Barbell Split Squat (female),Barbell,"Hips, Thighs","Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/5237-barbell-split-squat-female.html
2371,Weighted Russian Twist (VERSION 2),Weighted,Waist,Obliques,"Iliopsoas, Rectus Abdominis",https://www.gymvisual.com/illustrations/5248-weighted-russian-twist-version-2.html
2372,Dumbbell Concentration Curl (female),Dumbbell,Upper Arms,Brachialis,"Biceps Brachii, Brachioradialis",https://www.gymvisual.com/illustrations/5251-dumbbell-concentration-curl-female.html
2373,Dumbbell One Arm Kickback (female),Dumbbell,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/5252-dumbbell-one-arm-kickback-female.html
2374,Jump Squat (female),Body weight,Thighs,"Adductor Magnus, Gluteus Maximus, Quadriceps, Soleus",,https://www.gymvisual.com/illustrations/5253-jump-squat-female.html
2375,Single Leg Squat with Support (female),Body weight,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/5254-single-leg-squat-with-support-female.html
2376,Bench Dip (knees bent) (female),Body weight,Upper Arms,Triceps Brachii,"Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/5255-bench-dip-knees-bent-female.html
2377,Lever Horizontal Leg Press (female),Leverage machine,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/5256-lever-horizontal-leg-press-female.html
2378,Standing Calf Raise (On a staircase) (female),Body weight,Calves,Quadriceps,Soleus,https://www.gymvisual.com/illustrations/5257-standing-calf-raise-on-a-staircase-female.html
2379,Chin-Up (female),Body weight,Back,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Levator Scapulae, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/5258-chin-up-female.html
2380,Dumbbell Standing Overhead Press (female),Dumbbell,Shoulders,Deltoid Anterior,"Deltoid Lateral, Levator Scapulae, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/5259-dumbbell-standing-overhead-press-female.html
2381,Dumbbell One Arm Shoulder Press (version 2) (female),Dumbbell,Shoulders,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/5261-dumbbell-one-arm-shoulder-press-version-2-female.html
2382,Close-Grip Chin-Up (female),Body weight,Back,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Teres Major",https://www.gymvisual.com/illustrations/5262-close-grip-chin-up-female.html
2383,Handstand Push-Up (female),Body weight,Upper Arms,Triceps Brachii,"Serratus Anterior, Teres Major",https://www.gymvisual.com/illustrations/5263-handstand-push-up-female.html
2384,Sled Hack Squat (female),Sled machine,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/5315-sled-hack-squat-female.html
2385,Dumbbell Preacher Curl (female),Dumbbell,Upper Arms,Brachialis,"Biceps Brachii, Brachioradialis",https://www.gymvisual.com/illustrations/5316-dumbbell-preacher-curl-female.html
2386,Dumbbell Arnold Press (female),Dumbbell,Shoulders,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior",https://www.gymvisual.com/illustrations/5317-dumbbell-arnold-press-female.html
2387,Cable Standing Up Straight Crossovers (female),Cable,Chest,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head",https://www.gymvisual.com/illustrations/5318-cable-standing-up-straight-crossovers-female.html
2388,Barbell Incline Bench Press (female),Barbell,Chest,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/5319-barbell-incline-bench-press-female.html
2389,Barbell Narrow Stance Squat (female),Barbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/5320-barbell-narrow-stance-squat-female.html
2390,Dumbbell Standing Triceps Extension (female),Dumbbell,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/5321-dumbbell-standing-triceps-extension-female.html
2391,Barbell Close Grip Bench Press (female),Barbell,Upper Arms,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Triceps Brachii",https://www.gymvisual.com/illustrations/5322-barbell-close-grip-bench-press-female.html
2392,Dumbbell Rear Fly (female),Dumbbell,Shoulders,Deltoid Posterior ,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/5323-dumbbell-rear-fly-female.html
2393,Dumbbell One Arm Bent over Row (female),Dumbbell,Shoulders,Deltoid Posterior ,"Brachialis, Brachioradialis, Infraspinatus, Latissimus Dorsi, Pectoralis Major Sternal Head, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/5324-dumbbell-one-arm-bent-over-row-female.html
2394,Floor Hyperextension (female),Body weight,Hips,Erector Spinae,,https://www.gymvisual.com/illustrations/5325-floor-hyperextension-female.html
2395,Air Bike (VERSION 2) (female),Body weight,Waist,Obliques,"Gluteus Maximus, Quadriceps, Rectus Abdominis",https://www.gymvisual.com/illustrations/5326-air-bike-version-2-female.html
2396,Cable Lying Biceps Curl (VERSION 2),Cable,Upper Arms,Biceps Brachii,"Brachialis, Brachioradialis",https://www.gymvisual.com/illustrations/5327-cable-lying-biceps-curl-version-2.html
2397,Dumbbell Scott Press,Dumbbell,Shoulders,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior, Subscapularis, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/5328-dumbbell-scott-press.html
2398,Close-grip Push-up (on knees),Body weight,Upper Arms,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/5357-close-grip-push-up-on-knees.html
2399,Cable Seated Twist,Cable,Waist,Obliques,Iliopsoas,https://www.gymvisual.com/illustrations/5361-cable-seated-twist.html
2400,Inverse Leg Curl (on pull-up cable machine),Body weight,Thighs,Hamstrings,"Biceps Brachii, Deltoid Anterior, Gastrocnemius, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Popliteus, Sartorius, Triceps Brachii",https://www.gymvisual.com/illustrations/5395-inverse-leg-curl-on-pull-up-cable-machine.html
2401,Dumbbell Biceps Curl (with arm blaster),Dumbbell,Upper Arms,Biceps Brachii,"Brachialis, Brachioradialis",https://www.gymvisual.com/illustrations/5397-dumbbell-biceps-curl-with-arm-blaster.html
2402,Dumbbell Hammer Curls (with arm blaster),Dumbbell,Forearms,Brachioradialis,"Biceps Brachii, Brachialis",https://www.gymvisual.com/illustrations/5398-dumbbell-hammer-curls-with-arm-blaster.html
2403,Dumbbell Alternate Biceps Curl (with arm blaster),Dumbbell,Upper Arms,Biceps Brachii,"Brachialis, Brachioradialis",https://www.gymvisual.com/illustrations/5399-dumbbell-alternate-biceps-curl-with-arm-blaster.html
2404,EZ-bar Biceps Curl (with arm blaster),EZ Barbell,Upper Arms,Biceps Brachii,"Brachialis, Brachioradialis",https://www.gymvisual.com/illustrations/5400-ez-bar-biceps-curl-with-arm-blaster.html
2405,Cable Triceps Pushdown (V-bar) (with arm blaster),Cable,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/5401-cable-triceps-pushdown-v-bar-with-arm-blaster.html
2406,Cable Reverse Grip Triceps Pushdown (SZ-bar) (with arm blaster),Cable,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/5402-cable-reverse-grip-triceps-pushdown-sz-bar-with-arm-blaster.html
2407,Barbell Biceps Curl (with arm blaster),Barbell,Upper Arms,Biceps Brachii,"Brachialis, Brachioradialis",https://www.gymvisual.com/illustrations/5403-barbell-biceps-curl-with-arm-blaster.html
2408,Weighted Lying Neck Extension (with head harness),Weighted,Neck,,,https://www.gymvisual.com/illustrations/5404-weighted-lying-neck-extension-with-head-harness.html
2409,Weighted Lying Neck Flexion (with head harness),Weighted,Neck,,,https://www.gymvisual.com/illustrations/5405-weighted-lying-neck-flexion-with-head-harness.html
2410,Weighted Standing Neck Extension (with head harness),Weighted,Neck,,,https://www.gymvisual.com/illustrations/5406-weighted-standing-neck-extension-with-head-harness.html
2411,Cable Seated Neck Extension (with head harness),Cable,Neck,,,https://www.gymvisual.com/illustrations/5407-cable-seated-neck-extension-with-head-harness.html
2412,Cable Seated Neck Flexion (with head harness),Cable,Neck,,,https://www.gymvisual.com/illustrations/5408-cable-seated-neck-flexion-with-head-harness.html
2413,Barbell Wide-grip Drag Curl,Barbell,Upper Arms,Biceps Brachii,"Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Posterior",https://www.gymvisual.com/illustrations/5423-barbell-wide-grip-drag-curl.html
2414,Barbell Standing Concentration Curl,Barbell,Upper Arms,Brachialis,"Biceps Brachii, Brachioradialis",https://www.gymvisual.com/illustrations/5427-barbell-standing-concentration-curl.html
2415,Dumbbell Single-arm Leaning Lateral Raise,Dumbbell,Shoulders,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/5431-dumbbell-single-arm-leaning-lateral-raise.html
2416,Resistance Band walk,Resistance Band,Thighs,,,https://www.gymvisual.com/illustrations/5433-resistance-band-walk.html
2417,Resistance Band Duck Walk,Resistance Band,Hips,,,https://www.gymvisual.com/illustrations/5434-resistance-band-duck-walk.html
2418,Resistance Band Bent Leg Side Kick (kneeling),Resistance Band,Hips,Gluteus Medius,"Obliques, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/5435-resistance-band-bent-leg-side-kick-kneeling.html
2419,Resistance Band Leg Lift,Resistance Band,Thighs,Quadriceps,"Adductor Magnus, Gluteus Maximus, Soleus",https://www.gymvisual.com/illustrations/5436-resistance-band-leg-lift.html
2420,Resistance Band Air Bike,Resistance Band,Waist,"Obliques, Quadriceps","Gluteus Maximus, Rectus Abdominis, Sartorius, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/5437-resistance-band-air-bike.html
2421,Resistance Band Lying Abduction,Resistance Band,Hips,Gluteus Medius,Tensor Fasciae Latae,https://www.gymvisual.com/illustrations/5438-resistance-band-lying-abduction.html
2422,Resistance Band Leg Curl,Resistance Band,Thighs,Hamstrings,Quadriceps,https://www.gymvisual.com/illustrations/5439-resistance-band-leg-curl.html
2423,Resistance Band Floor Hyperextension,Resistance Band,Back,Erector Spinae,"Gluteus Maximus, Hamstrings",https://www.gymvisual.com/illustrations/5440-resistance-band-floor-hyperextension.html
2424,Resistance Band Lunge,Resistance Band,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/5441-resistance-band-lunge.html
2425,Resistance Band Calf Raise,Resistance Band,Calves,Gastrocnemius,Soleus,https://www.gymvisual.com/illustrations/5442-resistance-band-calf-raise.html
2426,Cable Lying Fly (female),Cable,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Biceps Brachii, Deltoid Anterior",https://www.gymvisual.com/illustrations/5444-cable-lying-fly-female.html
2427,Lever Pec Deck Fly (female),Leverage machine,Chest,Pectoralis Major Sternal Head,"Pectoralis Major Clavicular Head, Serratus Anterior",https://www.gymvisual.com/illustrations/5445-lever-pec-deck-fly-female.html
2428,Bicycle Recline Walk (female),Leverage machine,,"Adductor Magnus, Hamstrings, Quadriceps, Soleus",,https://www.gymvisual.com/illustrations/5446-bicycle-recline-walk-female.html
2429,Frog Crunch,Body weight,Waist,Rectus Abdominis,"Adductor Brevis, Adductor Longus, Obliques, Quadriceps, Sartorius, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/5447-frog-crunch.html
2430,Dumbbell Bar Grip Sumo Squat (female),Dumbbell,Hips,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/5449-dumbbell-bar-grip-sumo-squat-female.html
2431,Dumbbell Sumo Squat off Benches (female),Dumbbell,Hips,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/5450-dumbbell-sumo-squat-off-benches-female.html
2432,EZ-bar Close-Grip Bench Press,EZ Barbell,Upper Arms,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/5452-ez-bar-close-grip-bench-press.html
2433,EZ-bar Close-Grip Bench Press (female),EZ Barbell,Upper Arms,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/5453-ez-bar-close-grip-bench-press-female.html
2434,Cable Seated Twist on Floor (female),Cable,Waist,Obliques,Iliopsoas,https://www.gymvisual.com/illustrations/5456-cable-seated-twist-on-floor-female.html
2435,45 degrees Side Bend (female),Body weight,Waist,,,https://www.gymvisual.com/illustrations/5673-45-degrees-side-bend-female.html
2436,Bottoms Up (female),Body weight,"Hips, Waist",,,https://www.gymvisual.com/illustrations/5674-bottoms-up-female.html
2437,Dumbbell Kickback (female),Dumbbell,Upper Arms,,,https://www.gymvisual.com/illustrations/5675-dumbbell-kickback-female.html
2438,Cable Pushdown (with rope attachment) (female),Cable,Upper Arms,,,https://www.gymvisual.com/illustrations/5676-cable-pushdown-with-rope-attachment-female.html
2439,Cable Middle Fly (female),Cable,Chest,,,https://www.gymvisual.com/illustrations/5677-cable-middle-fly-female.html
2440,Barbell Bench Press (female),Barbell,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/5678-barbell-bench-press-female.html
2441,Dumbbell Incline Bench Press (female),Dumbbell,Chest,,,https://www.gymvisual.com/illustrations/5679-dumbbell-incline-bench-press-female.html
2442,Cable Upper Chest Crossovers (female),Cable,Chest,,,https://www.gymvisual.com/illustrations/5680-cable-upper-chest-crossovers-female.html
2443,Oblique Crunch (Version 2) (female),Body weight,Waist,,,https://www.gymvisual.com/illustrations/5681-oblique-crunch-version-2-female.html
2444,Lever Seated Twist (female),Leverage machine,Waist,,,https://www.gymvisual.com/illustrations/5682-lever-seated-twist-female.html
2445,Lever Seated Crunch (female),Leverage machine,Waist,,,https://www.gymvisual.com/illustrations/5683-lever-seated-crunch-female.html
2446,Band seated twist (female),Band,Waist,,,https://www.gymvisual.com/illustrations/5684-band-seated-twist-female.html
2447,Lying leg hip raise (female),Body weight,Waist,,,https://www.gymvisual.com/illustrations/5685-lying-leg-hip-raise-female.html
2448,Vertical Leg Raise (on parallel bars) (female),Body weight,"Hips, Waist",,,https://www.gymvisual.com/illustrations/5686-vertical-leg-raise-on-parallel-bars-female.html
2449,Decline Sit up (female),Body weight,Waist,,,https://www.gymvisual.com/illustrations/5688-decline-sit-up-female.html
2450,Decline Crunch (female),Body weight,Waist,,,https://www.gymvisual.com/illustrations/5689-decline-crunch-female.html
2451,Cable Twist (female),Cable,Waist,,,https://www.gymvisual.com/illustrations/5690-cable-twist-female.html
2452,Dumbbell Decline Bench Press (female),Dumbbell,Chest,,,https://www.gymvisual.com/illustrations/5691-dumbbell-decline-bench-press-female.html
2453,Barbell Decline Bench Press (female),Barbell,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://www.gymvisual.com/illustrations/5692-barbell-decline-bench-press-female.html
2454,Lever Decline Chest Press (female),Leverage machine,Chest,,,https://www.gymvisual.com/illustrations/5693-lever-decline-chest-press-female.html
2455,Lever Incline Chest Press (female),Leverage machine,Chest,,,https://www.gymvisual.com/illustrations/5694-lever-incline-chest-press-female.html
2456,Lever Chest Press (plate loaded) (female),Leverage machine,Chest,,,https://www.gymvisual.com/illustrations/5695-lever-chest-press-plate-loaded-female.html
2457,Lever Chest Press (female),Leverage machine,Chest,,,https://www.gymvisual.com/illustrations/5696-lever-chest-press-female.html
2458,Wall Ball,Medicine Ball,"Shoulders, Thighs","Deltoid Anterior, Gluteus Maximus, Quadriceps","Adductor Magnus, Deltoid Lateral, Serratus Anterior, Soleus",https://www.gymvisual.com/illustrations/5467-wall-ball.html
2459,Tire Flip,,Thighs,,,https://www.gymvisual.com/illustrations/5468-tire-flip.html
2460,Resistance Band Lateral Walk,Resistance Band,Hips,Gluteus Medius,"Adductor Magnus, Gluteus Maximus, Quadriceps, Soleus, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/5469-resistance-band-lateral-walk.html
2461,Side Lying Clam,Body weight,Hips,Gluteus Medius,Tensor Fasciae Latae,https://www.gymvisual.com/illustrations/5470-side-lying-clam.html
2462,Chest Dip on Straight Bar,Body weight,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/5471-chest-dip-on-straight-bar.html
2463,Resistance Band Toe Touch,Resistance Band,Hips,"Gluteus Maximus, Gluteus Medius",,https://www.gymvisual.com/illustrations/5472-resistance-band-toe-touch.html
