ID,Name,Equipment,BodyPart,Target,Synergist,URL
0013,Assisted Lying Leg Raise With Throw Down,Assisted,Waist,Rectus Abdominis,"Adductor Brevis, Adductor Longus, Obliques, Pectineous, Sartorius, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/31-assisted-lying-leg-raise-with-throw-down.html
0014,Assisted Motion Russian Twist,Medicine Ball,Waist,Obliques,Rectus Abdominis,https://www.gymvisual.com/illustrations/32-assisted-motion-russian-twist.html
0015,Assisted Parallel Close Grip Pull-up,Leverage machine,Back,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Levator Scapulae, Teres Major, Teres Minor, Trapezius Middle Fibers, Trapezius Upper Fibers",https://www.gymvisual.com/illustrations/33-assisted-parallel-close-grip-pull-up.html
0016,Assisted Prone Hamstring,Assisted,Thighs,Hamstrings,,https://www.gymvisual.com/illustrations/34-assisted-prone-hamstring.html
0017,Assisted Pull-up,Leverage machine,Back,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Middle Fibers, Trapezius Upper Fibers",https://www.gymvisual.com/illustrations/35-assisted-pull-up.html
0018,Assisted Standing Triceps Extension (with towel),Assisted,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/36-assisted-standing-triceps-extension-with-towel.html
0019,Assisted Triceps Dip (kneeling),Leverage machine,Upper Arms,Triceps Brachii,"Latissimus Dorsi, Pectoralis Major Sternal Head, Teres Major",https://www.gymvisual.com/illustrations/37-assisted-triceps-dip-kneeling.html
0020,Balance Board,Body weight,Calves,"Adductor Longus, Adductor Magnus, Gastrocnemius, Gluteus Maximus, Quadriceps, Soleus",,https://www.gymvisual.com/illustrations/38-balance-board.html
0021,Ball Sit-up (on stability ball),Stability ball,Waist,Rectus Abdominis,"Iliopsoas, Obliques, Quadriceps, Sartorius, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/39-ball-sit-up-on-stability-ball.html
0022,Barbell Pullover To Press,Barbell,Back,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head, Trapezius Middle Fibers, Trapezius Upper Fibers",https://www.gymvisual.com/illustrations/40-barbell-pullover-to-press.html
0023,Barbell Alternate Biceps Curl,Barbell,Upper Arms,Biceps Brachii,"Brachialis, Brachioradialis",https://www.gymvisual.com/illustrations/41-barbell-alternate-biceps-curl.html
0024,Barbell Bench Front Squat,Barbell,Thighs,Quadriceps,"Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/42-barbell-bench-front-squat.html
0025,Barbell Bench Press,Barbell,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://www.gymvisual.com/illustrations/43-barbell-bench-press.html
0026,Barbell Bench Squat,Barbell,Hips,Quadriceps,"Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/44-barbell-bench-squat.html
0027,Barbell Bent Over Row,Barbell,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Middle Fibers, Trapezius Upper Fibers ","Brachialis, Brachioradialis, Deltoid Posterior",https://www.gymvisual.com/illustrations/45-barbell-bent-over-row.html
0028,Barbell Clean and Press,Barbell,Shoulders,,,https://www.gymvisual.com/illustrations/46-barbell-clean-and-press.html
0029,Barbell Clean-grip Front Squat,Barbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/47-barbell-clean-grip-front-squat.html
0030,Barbell Close-Grip Bench Press,Barbell,Upper Arms,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/48-barbell-close-grip-bench-press.html
0031,Barbell Curl,Barbell,Upper Arms,Biceps Brachii,"Brachialis, Brachioradialis",https://www.gymvisual.com/illustrations/49-barbell-curl.html
0032,Barbell Deadlift,Barbell,Hips,Gluteus Maximus,"Adductor Magnus, Erector Spinae, Hamstrings, Quadriceps, Soleus",https://www.gymvisual.com/illustrations/50-barbell-deadlift.html
0033,Barbell Decline Bench Press,Barbell,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://www.gymvisual.com/illustrations/51-barbell-decline-bench-press.html
0034,Barbell Decline Bent Arm Pullover,Barbell,Back,Latissimus Dorsi,"Levator Scapulae, Pectoralis Major Sternal Head, Triceps Brachii",https://www.gymvisual.com/illustrations/52-barbell-decline-bent-arm-pullover.html
0035,Barbell Decline Close Grip To Skull Press,Barbell,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/53-barbell-decline-close-grip-to-skull-press.html
0036,Barbell Decline Wide-grip Press,Barbell,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://www.gymvisual.com/illustrations/54-barbell-decline-wide-grip-press.html
0037,Barbell Decline wide-grip pullover,Barbell,Back,Latissimus Dorsi,"Deltoid Posterior, Levator Scapulae, Pectoralis Major Sternal Head, Teres Major, Triceps Brachii",https://www.gymvisual.com/illustrations/55-barbell-decline-wide-grip-pullover.html
0038,Barbell Drag Curl,Barbell,Upper Arms,Biceps Brachii,"Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Posterior",https://www.gymvisual.com/illustrations/56-barbell-drag-curl.html
0039,Barbell Front Chest Squat,Barbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/57-barbell-front-chest-squat.html
0040,Barbell Front Raise and Pullover,Barbell,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Deltoid Lateral, Latissimus Dorsi, Serratus Anterior, Teres Major, Triceps Brachii",https://www.gymvisual.com/illustrations/58-barbell-front-raise-and-pullover.html
0041,Barbell Front Raise,Barbell,Shoulders,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",https://www.gymvisual.com/illustrations/59-barbell-front-raise.html
0042,Barbell Front Squat,Barbell,Hips,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/60-barbell-front-squat.html
0043,Barbell Full Squat,Barbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/61-barbell-full-squat.html
0044,Barbell Good Morning,Barbell,Thighs,Hamstrings,"Adductor Magnus, Gluteus Maximus",https://www.gymvisual.com/illustrations/62-barbell-good-morning.html
0045,Barbell Guillotine Bench Press,Barbell,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://www.gymvisual.com/illustrations/63-barbell-guillotine-bench-press.html
0046,Barbell Hack Squat,Barbell,Hips,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/64-barbell-hack-squat.html
0047,Barbell Incline Bench Press,Barbell,Chest,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/65-barbell-incline-bench-press.html
0048,Barbell Incline Reverse-grip Press,Barbell,Upper Arms,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head",https://www.gymvisual.com/illustrations/66-barbell-incline-reverse-grip-press.html
0049,Barbell Incline Row,Barbell,Back,"Infraspinatus, Latissimus Dorsi, Teres Minor , Tibialis Anterior, Trapezius Middle Fibers, Trapezius Upper Fibers ","Brachialis, Brachioradialis, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/67-barbell-incline-row.html
0050,Barbell Incline Shoulder Raise,Barbell,Chest,Serratus Anterior,Pectoralis Major Clavicular Head,https://www.gymvisual.com/illustrations/68-barbell-incline-shoulder-raise.html
0051,Barbell Jefferson Squat,Barbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/69-barbell-jefferson-squat.html
0052,Barbell JM Bench Press,Barbell,Upper Arms,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/70-barbell-jm-bench-press.html
0053,Barbell Jump Squat,Barbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gastrocnemius, Soleus",https://www.gymvisual.com/illustrations/71-barbell-jump-squat.html
0054,Barbell Lunge,Barbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/72-barbell-lunge.html
0055,Barbell Lying Close-grip Press,Barbell,Upper Arms,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/73-barbell-lying-close-grip-press.html
0056,Barbell Lying Close-grip Triceps Extension,Barbell,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/74-barbell-lying-close-grip-triceps-extension.html
0057,Barbell Lying extension,Barbell,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/75-barbell-lying-extension.html
0058,Barbell Lying Lifting (on hip),Barbell,Hips,Gluteus Maximus,"Gastrocnemius, Sartorius, Soleus",https://www.gymvisual.com/illustrations/76-barbell-lying-lifting-on-hip.html
0059,Barbell Lying Preacher Curl,Barbell,Upper Arms,Brachialis,"Biceps Brachii, Brachioradialis",https://www.gymvisual.com/illustrations/77-barbell-lying-preacher-curl.html
0060,Barbell Lying Triceps Extension Skull Crusher,Barbell,Upper Arms,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/78-barbell-lying-triceps-extension-skull-crusher.html
0061,Barbell Lying Triceps Extension,Barbell,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/79-barbell-lying-triceps-extension.html
0062,Barbell Narrow Row,Barbell,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Middle Fibers, Trapezius Upper Fibers ","Brachialis, Brachioradialis, Deltoid Posterior",https://www.gymvisual.com/illustrations/81-barbell-narrow-row.html
0063,Barbell Narrow Stance Squat,Barbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/82-barbell-narrow-stance-squat.html
0064,Barbell One Arm Bent over Row,Barbell,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/83-barbell-one-arm-bent-over-row.html
0065,Barbell One Arm Floor Press,Barbell,Upper Arms,Triceps Brachii,Deltoid Posterior,https://www.gymvisual.com/illustrations/84-barbell-one-arm-floor-press.html
0066,Barbell One Arm Side Deadlift,Barbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/85-barbell-one-arm-side-deadlift.html
0067,Barbell One Arm Snatch,Barbell,Shoulders,,,https://www.gymvisual.com/illustrations/86-barbell-one-arm-snatch.html
0068,Barbell One Leg Squat,Barbell,Thighs,Quadriceps,"Adductor Magnus, Gluteus Maximus, Soleus",https://www.gymvisual.com/illustrations/87-barbell-one-leg-squat.html
0069,Barbell Overhead Squat,Barbell,Thighs,Quadriceps,"Adductor Magnus, Gluteus Maximus, Soleus",https://www.gymvisual.com/illustrations/88-barbell-overhead-squat.html
0070,Barbell Preacher Curl,Barbell,Upper Arms,Brachialis,"Biceps Brachii, Brachioradialis",https://www.gymvisual.com/illustrations/89-barbell-preacher-curl.html
0071,Barbell Press Sit-Up,Barbell,Waist,"Deltoid Anterior, Iliopsoas, Pectoralis Major Clavicular Head, Rectus Abdominis","Deltoid Lateral, Obliques, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae, Triceps Brachii",https://www.gymvisual.com/illustrations/90-barbell-press-sit-up.html
0072,Barbell Prone Incline Curl,Barbell,Upper Arms,Brachialis,"Biceps Brachii, Brachioradialis",https://www.gymvisual.com/illustrations/91-barbell-prone-incline-curl.html
0073,Barbell Pullover,Barbell,Back,Latissimus Dorsi,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Teres Major, Triceps Brachii",https://www.gymvisual.com/illustrations/92-barbell-pullover.html
0074,Barbell Rack Pull,Barbell,Hips,"Erector Spinae, Gluteus Maximus","Adductor Magnus, Hamstrings, Quadriceps, Soleus",https://www.gymvisual.com/illustrations/93-barbell-rack-pull.html
0075,Barbell Rear Delt Raise,Barbell,Shoulders,Deltoid Posterior ,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Lateral, Levator Scapulae, Trapezius Upper Fibers, Wrist Flexors",https://www.gymvisual.com/illustrations/94-barbell-rear-delt-raise.html
0076,Barbell Rear Delt Row,Barbell,Shoulders,Deltoid Posterior ,"Brachialis, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/95-barbell-rear-delt-row.html
0077,Barbell Rear Lunge (version 2),Barbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/96-barbell-rear-lunge-version-2.html
0078,Barbell Rear Lunge,Barbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/97-barbell-rear-lunge.html
0079,Barbell Revers Wrist Curl (version 2),Barbell,Forearms,Wrist Extensors,,https://www.gymvisual.com/illustrations/98-barbell-revers-wrist-curl-version-2.html
0080,Barbell Reverse Curl,Barbell,Forearms,Brachioradialis,"Biceps Brachii, Brachialis",https://www.gymvisual.com/illustrations/99-barbell-reverse-curl.html
0081,Barbell Reverse Preacher Curl,Barbell,Forearms,Brachioradialis,"Biceps Brachii, Brachialis",https://www.gymvisual.com/illustrations/100-barbell-reverse-preacher-curl.html
0082,Barbell Reverse Wrist Curl,Barbell,Forearms,Wrist Extensors,,https://www.gymvisual.com/illustrations/101-barbell-reverse-wrist-curl.html
0083,Barbell Rollout from Bench,Barbell,Waist,"Iliopsoas, Rectus Abdominis","Deltoid Posterior, Latissimus Dorsi, Pectoralis Major Sternal Head, Tensor Fasciae Latae, Teres Major",https://www.gymvisual.com/illustrations/102-barbell-rollout-from-bench.html
0084,Barbell Rollout,Barbell,Hips,"Iliopsoas, Rectus Abdominis","Adductor Brevis, Adductor Longus, Deltoid Posterior, Pectineous, Pectoralis Major Sternal Head, Sartorius, Tensor Fasciae Latae, Teres Major",https://www.gymvisual.com/illustrations/103-barbell-rollout.html
0085,Barbell Romanian Deadlift,Barbell,Hips,"Erector Spinae, Gluteus Maximus","Adductor Magnus, Hamstrings, Quadriceps, Soleus",https://www.gymvisual.com/illustrations/104-barbell-romanian-deadlift.html
0086,Barbell Seated Behind Head Military Press,Barbell,Shoulders,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/105-barbell-seated-behind-head-military-press.html
0087,Barbell Seated Bradford Rocky Press,Barbell,Shoulders,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/106-barbell-seated-bradford-rocky-press.html
0088,Barbell Seated Calf Raise,Barbell,Calves,Gastrocnemius,Soleus,https://www.gymvisual.com/illustrations/108-barbell-seated-calf-raise.html
0089,Barbell Seated Close-grip Concentration Curl,Barbell,Upper Arms,Brachialis,"Biceps Brachii, Brachioradialis",https://www.gymvisual.com/illustrations/109-barbell-seated-close-grip-concentration-curl.html
0090,Barbell Seated Good morning,Barbell,Hips,Gluteus Maximus,Hamstrings,https://www.gymvisual.com/illustrations/110-barbell-seated-good-morning.html
0091,Barbell Seated Overhead Press,Barbell,Shoulders,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/111-barbell-seated-overhead-press.html
0092,Barbell Seated Overhead Triceps Extension,Barbell,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/112-barbell-seated-overhead-triceps-extension.html
0093,Barbell Seated Twist (on stability ball),Barbell,Waist,Obliques,Iliopsoas,https://www.gymvisual.com/illustrations/113-barbell-seated-twist-on-stability-ball.html
0094,Barbell Seated Twist,Barbell,Waist,Obliques,Iliopsoas,https://www.gymvisual.com/illustrations/114-barbell-seated-twist.html
0095,Barbell Shrug,Barbell,Back,Trapezius Upper Fibers ,"Levator Scapulae, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/115-barbell-shrug.html
0096,Barbell Side Bent (version 2),Barbell,Waist,Obliques,Iliopsoas,https://www.gymvisual.com/illustrations/116-barbell-side-bent-version-2.html
0097,Barbell Side Split Squat (version 2),Barbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/117-barbell-side-split-squat-version-2.html
0098,Barbell Side Split Squat,Barbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Longus, Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/118-barbell-side-split-squat.html
0099,Barbell Single Leg Split Squat,Barbell,Hips,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/119-barbell-single-leg-split-squat.html
0100,Barbell Skier,Barbell,Shoulders,Deltoid Posterior ,"Deltoid Lateral, Teres Major",https://www.gymvisual.com/illustrations/120-barbell-skier.html
0101,Barbell Speed Squat,Barbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/121-barbell-speed-squat.html
0102,Barbell Squat (on knees),Barbell,Thighs,Quadriceps,"Adductor Magnus, Hamstrings",https://www.gymvisual.com/illustrations/122-barbell-squat-on-knees.html
0103,Barbell Standing AB rollout,Barbell,Waist,"Iliopsoas, Rectus Abdominis","Deltoid Posterior, Levator Scapulae, Teres Major",https://www.gymvisual.com/illustrations/123-barbell-standing-ab-rollout.html
0104,Barbell Standing Back Wrist Curl,Barbell,Forearms,Wrist Flexors,,https://www.gymvisual.com/illustrations/124-barbell-standing-back-wrist-curl.html
0105,Barbell Standing Bradford Press,Barbell,Shoulders,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/125-barbell-standing-bradford-press.html
0106,Barbell Standing Close Grip Curl,Barbell,Upper Arms,Biceps Brachii,"Brachialis, Brachioradialis",https://www.gymvisual.com/illustrations/126-barbell-standing-close-grip-curl.html
0107,Barbell Standing Front Raise Over Head,Barbell,Shoulders,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/127-barbell-standing-front-raise-over-head.html
0108,Barbell Standing Leg Calf Raise,Barbell,Calves,Gastrocnemius,Soleus,https://www.gymvisual.com/illustrations/128-barbell-standing-leg-calf-raise.html
0109,Barbell Standing Overhead Triceps Extension,Barbell,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/129-barbell-standing-overhead-triceps-extension.html
0110,Barbell Standing Reverse Grip Curl,Barbell,Forearms,Brachioradialis,"Biceps Brachii, Brachialis",https://www.gymvisual.com/illustrations/130-barbell-standing-reverse-grip-curl.html
0111,Barbell Standing Rocking Leg Calf Raise,Barbell,Calves,"Gastrocnemius, Tibialis Anterior",Soleus,https://www.gymvisual.com/illustrations/131-barbell-standing-rocking-leg-calf-raise.html
0112,Barbell Standing Twist,Barbell,Waist,Obliques,Iliopsoas,https://www.gymvisual.com/illustrations/132-barbell-standing-twist.html
0113,Barbell Standing Wide-grip Curl,Barbell,Upper Arms,"Biceps Brachii, Brachialis",Brachioradialis,https://www.gymvisual.com/illustrations/133-barbell-standing-wide-grip-curl.html
0114,Barbell Step-up,Barbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/134-barbell-step-up.html
0115,Barbell Stiff Leg Good Morning,Barbell,Thighs,"Erector Spinae, Gluteus Maximus, Hamstrings",Adductor Magnus,https://www.gymvisual.com/illustrations/135-barbell-stiff-leg-good-morning.html
0116,Barbell Straight Leg Deadlift,Barbell,Thighs,"Erector Spinae, Hamstrings","Adductor Magnus, Gluteus Maximus",https://www.gymvisual.com/illustrations/136-barbell-straight-leg-deadlift.html
0117,Barbell Sumo Deadlift,Barbell,Hips,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/137-barbell-sumo-deadlift.html
0118,Barbell Reverse Grip Bent over Row,Barbell,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/138-barbell-reverse-grip-bent-over-row.html
0119,Barbell Upright Row (version 2),Barbell,Shoulders,Deltoid Lateral,"Deltoid Anterior, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/139-barbell-upright-row-version-2.html
0120,Barbell Upright Row,Barbell,Shoulders,Deltoid Lateral,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/140-barbell-upright-row.html
0121,Barbell Upright Row (version 3),Barbell,Shoulders,Deltoid Lateral,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/141-barbell-upright-row-version-3.html
0122,Barbell Wide Bench Press,Barbell,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://www.gymvisual.com/illustrations/142-barbell-wide-bench-press.html
0123,Barbell Wide-grip Upright Row,Barbell,Shoulders,Deltoid Lateral,"Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/143-barbell-wide-grip-upright-row.html
0124,Barbell Wide Squat,Barbell,Thighs,Quadriceps,"Adductor Magnus, Gluteus Maximus, Soleus",https://www.gymvisual.com/illustrations/144-barbell-wide-squat.html
0125,Barbell Wrist Curl (version 2),Barbell,Forearms,Wrist Flexors,,https://www.gymvisual.com/illustrations/145-barbell-wrist-curl-version-2.html
0126,Barbell Wrist Curl,Barbell,Forearms,Wrist Flexors,,https://www.gymvisual.com/illustrations/146-barbell-wrist-curl.html
0127,Barbell Zercher Squat,Barbell,Hips,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/147-barbell-zercher-squat.html
0128,Battling Ropes,Rope,Shoulders,Deltoid Posterior ,"Brachialis, Brachioradialis, Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/148-battling-ropes.html
0129,Bench Dip (knees bent),Body weight,Upper Arms,Triceps Brachii,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/149-bench-dip-knees-bent.html
0130,Bench Hip Extension,Body weight,Hips,Gluteus Maximus,Hamstrings,https://www.gymvisual.com/illustrations/150-bench-hip-extension.html
0131,Bent-knee Lying Twist (On Stability Ball),Stability ball,Waist,Obliques,,https://www.gymvisual.com/illustrations/151-bent-knee-lying-twist-on-stability-ball.html
0132,Bent-knee Lying Twist,Body weight,Waist,Obliques,,https://www.gymvisual.com/illustrations/152-bent-knee-lying-twist.html
0133,Bent-Knee Side Plank,Body weight,Waist,Obliques,,https://www.gymvisual.com/illustrations/153-bent-knee-side-plank.html
0134,Bent Side Knee Push-up,Body weight,Hips,"Gluteus Medius, Pectoralis Major Sternal Head","Deltoid Anterior, Pectoralis Major Clavicular Head, Quadriceps, Tensor Fasciae Latae, Triceps Brachii",https://www.gymvisual.com/illustrations/154-bent-side-knee-push-up.html
0135,Bird Dog,Body weight,Waist,Erector Spinae,"Deltoid Anterior, Gluteus Maximus",https://www.gymvisual.com/illustrations/155-bird-dog.html
0136,Boat Stretch,Body weight,Waist,Rectus Abdominis,Quadriceps,https://www.gymvisual.com/illustrations/156-boat-stretch.html
0137,Body-Up,Body weight,Shoulders,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/157-body-up.html
0138,Bottoms-Up,Body weight,Waist,Rectus Abdominis,"Adductor Brevis, Adductor Longus, Iliopsoas, Obliques, Pectineous, Sartorius, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/158-bottoms-up.html
0139,Brachialis Narrow Pull-ups,Body weight,Upper Arms,Brachioradialis,"Biceps Brachii, Brachialis",https://www.gymvisual.com/illustrations/159-brachialis-narrow-pull-ups.html
0140,Brachialis Pull-up,Body weight,Forearms,"Brachialis, Brachioradialis","Biceps Brachii, Levator Scapulae, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/160-brachialis-pull-up.html
0141,Bridge - Mountain Climber (Cross Body) (female),Body weight,Waist,Obliques,"Adductor Brevis, Adductor Longus, Deltoid Anterior, Iliopsoas, Pectineous, Quadriceps, Rectus Abdominis, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/161-bridge-mountain-climber-cross-body-female.html
0142,Bridge (on knees),Body weight,Waist,Rectus Abdominis,"Obliques, Quadriceps, Serratus Anterior, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/162-bridge-on-knees.html
0143,Bridge (straight arm),Body weight,Waist,Rectus Abdominis,"Deltoid Anterior, Obliques, Quadriceps, Serratus Anterior, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/163-bridge-straight-arm.html
0144,Bridge Hip Abduction,Body weight,Hips,"Gluteus Medius, Tensor Fasciae Latae",,https://www.gymvisual.com/illustrations/164-bridge-hip-abduction.html
0145,Butt Bridge,Body weight,Waist,"Iliopsoas, Pectineous, Rectus Abdominis","Obliques, Quadriceps",https://www.gymvisual.com/illustrations/165-butt-bridge.html
0146,Butt Kicks,Body weight,Thighs,,,https://www.gymvisual.com/illustrations/166-butt-kicks.html
0147,Bycicle Twisting Crunch,Body weight,Waist,"Obliques, Rectus Abdominis","Gluteus Maximus, Iliopsoas, Quadriceps",https://www.gymvisual.com/illustrations/167-bycicle-twisting-crunch.html
0148,Cable Alternate Shoulder Press,Cable,Shoulders,Deltoid Anterior,"Deltoid Lateral, Triceps Brachii",https://www.gymvisual.com/illustrations/168-cable-alternate-shoulder-press.html
0149,Cable Alternate Triceps Extension,Cable,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/169-cable-alternate-triceps-extension.html
0150,Cable Bar Lateral Pulldown,Cable,Back,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/170-cable-bar-lateral-pulldown.html
0151,Cable Bench Press,Cable,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/171-cable-bench-press.html
0152,Cable Concentration Extension (on knee),Cable,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/172-cable-concentration-extension-on-knee.html
